"REID","PIN","ADDRESS","LAND_CLASS","ASSESSED_VALUE_2024","VCS","ASSESSED_VALUE_2025","ASSESSED_VALUE_2021","ASSESSED_VALUE_2022","ASSESSED_VALUE_2023","ASSESSMENT_CHANGE","VCS_NEIGHBORHOOD","NEIGHBORHOOD","COUNTY","PRICE","SALE_DATE","SALE_YEAR","SALE_YEAR_ASSESSED_VALUE","SALES_RATIO"
"225657",814700023,"2117   MEADOWCREEK DR","RES/ 1-FAMILY",418781,"R813C - CROASDAILE",880695,418781,418781,418781,110.299655428494,"CROASDAILE","","Durham County",660000,"2021-11-08",2021,418781,0.634516666666667
"225673",813787911,"2114   ARBORWOOD DR","RES/ 1-FAMILY",565621,"R813C - CROASDAILE",1214575,565621,565621,565621,114.733010266592,"CROASDAILE","","Durham County",722000,"2021-01-15",2021,565621,0.783408587257618
"225681",813892281,"2130   ARBORWOOD DR","RES/ 1-FAMILY",523989,"R813C - CROASDAILE",1091432,143350,523989,523989,108.292922179664,"CROASDAILE","","Durham County",1050000,"2021-12-29",2021,143350,0.13652380952381
"225683",813890240,"2125   ARBORWOOD DR","RES/ 1-FAMILY",470210,"R813C - CROASDAILE",934084,143350,257748,470210,98.652516960507,"CROASDAILE","","Durham County",729000,"2022-06-24",2022,257748,0.35356378600823
"225684",813799194,"2123   ARBORWOOD DR","RES/ 1-FAMILY",478823,"R813C - CROASDAILE",1008668,147110,263292,478823,110.6557120272,"CROASDAILE","","Durham County",699500,"2022-04-28",2022,263292,0.376400285918513
"225690",813796235,"2319   TIMBERVIEW DR","RES/ 1-FAMILY",501786,"R813C - CROASDAILE",1134784,143585,269036,501786,126.148995787049,"CROASDAILE","","Durham County",892000,"2022-06-29",2022,269036,0.301609865470852
"225692",813797391,"2315   TIMBERVIEW DR","RES/ 1-FAMILY",516252,"R813C - CROASDAILE",1038871,144760,330624,516252,101.233312413318,"CROASDAILE","","Durham County",735000,"2022-02-11",2022,330624,0.449828571428571
"225693",813798365,"2313   TIMBERVIEW DR","RES/ 1-FAMILY",454500,"R813C - CROASDAILE",1018387,143350,252251,454500,124.067546754675,"CROASDAILE","","Durham County",828000,"2022-04-29",2022,252251,0.304650966183575
"225700",813895450,"2210   TIMBERVIEW DR","RES/ 1-FAMILY",491815,"R813C - CROASDAILE",982779,152397,271070,491815,99.8269674572756,"CROASDAILE","","Durham County",968000,"2022-08-29",2022,271070,0.280030991735537
"225706",813890588,"2306   TIMBERVIEW DR","RES/ 1-FAMILY",517297,"R813C - CROASDAILE",1075237,143350,517297,517297,107.85680179858,"CROASDAILE","","Durham County",899000,"2022-10-03",2022,517297,0.575413793103448
"225709",813798533,"2312   TIMBERVIEW DR","RES/ 1-FAMILY",398681,"R813C - CROASDAILE",845181,143350,232715,398681,111.994301208234,"CROASDAILE","","Durham County",722500,"2022-06-17",2022,232715,0.322096885813149
"225711",813796495,"2316   TIMBERVIEW DR","RES/ 1-FAMILY",479313,"R813C - CROASDAILE",1057873,145935,254049,454603,120.706093930271,"CROASDAILE","","Durham County",743500,"2022-05-18",2022,254049,0.341693342299933
"225739",749837396,"6303   LAKEFRONT ST","RES/ 1-FAMILY",299313,"R840J - LAKESHORE",471970,299313,299313,299313,57.6844306795896,"LAKESHORE","","Durham County",463000,"2024-07-31",2024,299313,0.646464362850972
"225761",749836619,"4110   CATFISH WAY","RES/ 1-FAMILY",291937,"R840J - LAKESHORE",523202,291937,291937,291937,79.2174338984096,"LAKESHORE","","Durham County",440000,"2021-07-09",2021,291937,0.663493181818182
"225765",749834715,"4102   CATFISH WAY","RES/ 1-FAMILY",297730,"R840J - LAKESHORE",500885,297730,297730,297730,68.2346421254156,"LAKESHORE","","Durham County",365000,"2021-03-02",2021,297730,0.815698630136986
"225766",749833766,"4100   CATFISH WAY","RES/ 1-FAMILY",294673,"R840J - LAKESHORE",498616,294673,294673,294673,69.2099377954546,"LAKESHORE","","Durham County",472500,"2023-09-12",2023,294673,0.623646560846561
"225767",749832779,"4006   CATFISH WAY","RES/ 1-FAMILY",290577,"R840J - LAKESHORE",518241,290577,290577,290577,78.3489402120608,"LAKESHORE","","Durham County",505000,"2023-07-17",2023,290577,0.5754
"225775",749832909,"4005   CATFISH WAY","RES/ 1-FAMILY",375236,"R840J - LAKESHORE",622139,375236,375236,375236,65.7993902504024,"LAKESHORE","","Durham County",530500,"2021-12-17",2021,375236,0.707325164938737
"225776",749841051,"4003   CATFISH WAY","RES/ 1-FAMILY",385868,"R840J - LAKESHORE",599394,60322,174263,385868,55.3365399566691,"LAKESHORE","","Durham County",442000,"2022-04-11",2022,174263,0.394260180995475
"225790",910457769,"9999   NC 57 HWY","RES/ RURAL RESIDENTI",219523,"R920B - ROUGEMONT",241181,242956,219523,219523,9.86593659889852,"ROUGEMONT","","Durham County",181000,"2021-08-02",2021,242956,1.34229834254144
"225791",800687763,"3400   CEDARBIRD WAY","RES/ 1-FAMILY",545865,"R800G - CRESSET OVERLOOK",924091,108271,545865,545865,69.2892931402453,"CRESSET OVERLOOK","","Durham County",670500,"2022-05-16",2022,545865,0.814116331096197
"225794",800688946,"3406   CEDARBIRD WAY","RES/ 1-FAMILY",522187,"R800G - CRESSET OVERLOOK",874744,522187,522187,522187,67.515468596499,"CRESSET OVERLOOK","","Durham County",866000,"2024-06-21",2024,522187,0.602987297921478
"225798",800699266,"3506   CEDARBIRD WAY","RES/ 1-FAMILY",457064,"R800G - CRESSET OVERLOOK",763054,457064,457064,457064,66.9468608334938,"CRESSET OVERLOOK","","Durham County",775000,"2024-12-10",2024,457064,0.58976
"225808",800698459,"3603   CEDARBIRD WAY","RES/ 1-FAMILY",455170,"R800G - CRESSET OVERLOOK",777896,455170,455170,455170,70.902300239471,"CRESSET OVERLOOK","","Durham County",670000,"2022-09-16",2022,455170,0.679358208955224
"225809",800698432,"3601   CEDARBIRD WAY","RES/ 1-FAMILY",494822,"R800G - CRESSET OVERLOOK",845061,538617,485111,494822,70.7808060272179,"CRESSET OVERLOOK","","Durham County",725000,"2021-07-09",2021,538617,0.74292
"225810",800698305,"3507   CEDARBIRD WAY","RES/ 1-FAMILY",519954,"R800G - CRESSET OVERLOOK",912032,108010,519954,519954,75.4062859406794,"CRESSET OVERLOOK","","Durham County",685500,"2022-01-27",2022,519954,0.758503282275711
"225811",800697278,"3505   CEDARBIRD WAY","RES/ 1-FAMILY",528966,"R800G - CRESSET OVERLOOK",903490,528966,528966,528966,70.8030383805386,"CRESSET OVERLOOK","","Durham County",675000,"2021-06-25",2021,528966,0.783653333333333
"225812",800697251,"3503   CEDARBIRD WAY","RES/ 1-FAMILY",440953,"R800G - CRESSET OVERLOOK",742100,440953,440953,440953,68.2945801479976,"CRESSET OVERLOOK","","Durham County",655000,"2022-07-27",2022,440953,0.673210687022901
"225999",749736782,"1013   SANDTRAP WAY","RES/ 1-FAMILY",302840,"R840J - LAKESHORE",535746,302840,302840,302840,76.9072777704398,"LAKESHORE","","Durham County",458000,"2022-01-03",2022,302840,0.661222707423581
"226007",749745280,"1105   SANDTRAP WAY","RES/ 1-FAMILY",255277,"R840J - LAKESHORE",455785,255277,255277,255277,78.5452665144138,"LAKESHORE","","Durham County",415000,"2021-08-27",2021,255277,0.615125301204819
"226009",749745380,"1109   SANDTRAP WAY","RES/ 1-FAMILY",290209,"R840J - LAKESHORE",518241,290209,290209,290209,78.5750958791767,"LAKESHORE","","Durham County",480000,"2022-08-22",2022,290209,0.604602083333333
"226020",749747256,"1108   SANDTRAP WAY","RES/ 1-FAMILY",361910,"R840J - LAKESHORE",599644,361910,361910,361910,65.6887071371335,"LAKESHORE","","Durham County",583000,"2024-03-19",2024,361910,0.620771869639794
"226027",749737898,"1010   SANDTRAP WAY","RES/ 1-FAMILY",262933,"R840J - LAKESHORE",469770,262933,262933,262933,78.6652873545732,"LAKESHORE","","Durham County",352500,"2021-03-04",2021,262933,0.745909219858156
"226054",749850187,"1510   BLUEWATER WAY","RES/ 1-FAMILY",308365,"R840J - LAKESHORE",521700,308365,308365,308365,69.1826244872148,"LAKESHORE","","Durham County",535000,"2024-06-06",2024,308365,0.576383177570093
"226072",749844242,"6119   LAKEFRONT ST","RES/ 1-FAMILY",349563,"R840J - LAKESHORE",600583,349563,349563,349563,71.8096594891336,"LAKESHORE","","Durham County",567000,"2021-12-20",2021,349563,0.616513227513228
"226078",749847041,"6143   LAKEFRONT ST","RES/ 1-FAMILY",395307,"R840J - LAKESHORE",656244,392832,395307,395307,66.0086970379983,"LAKESHORE","","Durham County",652000,"2022-07-25",2022,395307,0.606299079754601
"226081",749840134,"1204   BLUEWATER WAY","RES/ 1-FAMILY",298231,"R840J - LAKESHORE",520575,298231,298231,298231,74.5542884542519,"LAKESHORE","","Durham County",534000,"2024-02-28",2024,298231,0.558485018726592
"226085",749842131,"6110   LAKEFRONT ST","RES/ 1-FAMILY",290318,"R840J - LAKESHORE",491926,290318,290318,290318,69.4438512252082,"LAKESHORE","","Durham County",505000,"2022-09-06",2022,290318,0.574887128712871
"226291",831394372,"707   DREW ST","RES/ 1-FAMILY",357598,"R831H - CLEVELAND HOLLOWAY",501814,149553,78120,280816,40.3290846145672,"CLEVELAND HOLLOWAY","","Durham County",515000,"2024-08-19",2024,357598,0.694365048543689
"226309",813929871,"3106   ALABAMA AVE","RES/ 1-FAMILY",378195,"R823C - VILLAGE GREEN",561076,353509,378195,378195,48.3562712357382,"VILLAGE GREEN","Omah Street","Durham County",6e+05,"2021-09-28",2021,353509,0.589181666666667
"226362",769554719,"6402   CHANTRY CT","RES/ 1-FAMILY",516100,"R769E - RESIDENTIAL",635546,425480,516100,516100,23.1439643479946,"RESIDENTIAL","","Durham County",441000,"2021-02-19",2021,425480,0.964807256235828
"226364",769553813,"6406   CHANTRY CT","RES/ 1-FAMILY",479142,"R769E - RESIDENTIAL",596856,479142,479142,479142,24.5676647006524,"RESIDENTIAL","","Durham County",570000,"2022-10-31",2022,479142,0.8406
"226368",769551819,"6414   CHANTRY CT","RES/ 1-FAMILY",475638,"R769E - RESIDENTIAL",590724,482830,475638,475638,24.1961323527557,"RESIDENTIAL","","Durham County",473500,"2022-08-02",2022,475638,1.00451531151003
"226372",769458895,"6422   CHANTRY CT","RES/ 1-FAMILY",625661,"R769E - RESIDENTIAL",726595,552992,552992,625661,16.1323783966077,"RESIDENTIAL","","Durham County",750000,"2022-02-22",2022,552992,0.737322666666667
"226374",769459752,"6413   CHANTRY CT","RES/ 1-FAMILY",614338,"R769E - RESIDENTIAL",731089,561542,614338,614338,19.0043591638479,"RESIDENTIAL","","Durham County",745000,"2024-04-29",2024,614338,0.824614765100671
"226376",769553618,"1102   GARDENGATE DR","RES/ 1-FAMILY",531683,"R769E - RESIDENTIAL",666567,531683,531683,531683,25.3692519790928,"RESIDENTIAL","","Durham County",542000,"2021-06-09",2021,531683,0.980964944649447
"226377",769552683,"1104   GARDENGATE DR","RES/ 1-FAMILY",561146,"R769E - RESIDENTIAL",692450,513559,561146,561146,23.3992579471296,"RESIDENTIAL","","Durham County",575000,"2022-02-15",2022,561146,0.975906086956522
"226380",769459559,"1611   BLOOMSBURY MANOR DR","RES/ 1-FAMILY",451573,"R769E - RESIDENTIAL",560006,414988,451573,451573,24.0122859426937,"RESIDENTIAL","","Durham County",585000,"2021-11-09",2021,414988,0.709381196581197
"226383",769553461,"1203   GARDENGATE DR","RES/ 1-FAMILY",586155,"R769E - RESIDENTIAL",715396,586155,586155,586155,22.0489460978751,"RESIDENTIAL","","Durham County",750000,"2022-05-09",2022,586155,0.78154
"226388",769555514,"6303   CHANTRY CT","RES/ 1-FAMILY",563983,"R769E - RESIDENTIAL",710179,563983,563983,563983,25.9220579343704,"RESIDENTIAL","","Durham County",575000,"2022-07-07",2022,563983,0.98084
"226399",823049168,"3510   GUESS RD","RES/ 1-FAMILY",248451,"R823C - VILLAGE GREEN",418814,44587,248451,248451,68.5700600923321,"VILLAGE GREEN","Scarsdale Village","Durham County",255000,"2021-06-22",2021,44587,0.174850980392157
"226400",823049068,"3506   GUESS RD","RES/ 1-FAMILY",248264,"R823C - VILLAGE GREEN",417689,44400,248264,248264,68.2438855411981,"VILLAGE GREEN","Scarsdale Village","Durham County",260000,"2021-06-21",2021,44400,0.170769230769231
"226411",851381019,"1112   HOMECOMING WAY","RES/ 1-FAMILY",219270,"R851P - COPLEY FARMS",427772,219270,219270,219270,95.0891594837415,"COPLEY FARMS","","Durham County",4e+05,"2024-09-12",2024,219270,0.548175
"226415",851382089,"1206   HOMECOMING WAY","RES/ 1-FAMILY",223320,"R851P - COPLEY FARMS",432865,223320,223320,223320,93.8317212967938,"COPLEY FARMS","","Durham County",399000,"2023-03-03",2023,223320,0.559699248120301
"226425",851377808,"1235   HOMECOMING WAY","RES/ 1-FAMILY",223000,"R851P - COPLEY FARMS",432090,223000,223000,223000,93.762331838565,"COPLEY FARMS","","Durham County",430000,"2023-08-17",2023,223000,0.518604651162791
"226429",851381215,"1113   HOMECOMING WAY","RES/ 1-FAMILY",220810,"R851P - COPLEY FARMS",427643,220810,220810,220810,93.6701236357049,"COPLEY FARMS","","Durham County",395000,"2022-01-19",2022,220810,0.559012658227848
"226536",800584987,"1120   CRESTED JAY DR","RES/ 1-FAMILY",582029,"R800G - CRESSET OVERLOOK",1001381,551428,551428,551428,72.0500181262446,"CRESSET OVERLOOK","","Durham County",665000,"2021-04-14",2021,551428,0.829215037593985
"226538",800584860,"1121   CRESTED JAY DR","RES/ 1-FAMILY",456038,"R800G - CRESSET OVERLOOK",803097,442116,456038,456038,76.1030879005697,"CRESSET OVERLOOK","","Durham County",710000,"2022-04-27",2022,456038,0.642307042253521
"226539",800585853,"1119   CRESTED JAY DR","RES/ 1-FAMILY",613643,"R800G - CRESSET OVERLOOK",1094284,660691,613643,613643,78.3258344020872,"CRESSET OVERLOOK","","Durham County",1100000,"2024-10-15",2024,613643,0.557857272727273
"226543",800589983,"1107   CRESTED JAY DR","RES/ 1-FAMILY",491939,"R800G - CRESSET OVERLOOK",849350,491939,491939,491939,72.6535200502501,"CRESSET OVERLOOK","","Durham County",845000,"2023-10-04",2023,491939,0.582176331360947
"226546",800682939,"1101   CRESTED JAY DR","RES/ 1-FAMILY",647213,"R800G - CRESSET OVERLOOK",1101904,647213,647213,647213,70.2536877349497,"CRESSET OVERLOOK","","Durham County",1100000,"2024-12-06",2024,647213,0.588375454545455
"226552",800695252,"1002   CRESTED JAY DR","RES/ 1-FAMILY",444891,"R800G - CRESSET OVERLOOK",756321,436559,436559,436559,70.0014160771964,"CRESSET OVERLOOK","","Durham County",769000,"2023-06-05",2023,436559,0.567697009102731
"226554",800693138,"2   NIGHT HERON CT","RES/ 1-FAMILY",607304,"R800G - CRESSET OVERLOOK",1042520,607304,607304,607304,71.6636149276145,"CRESSET OVERLOOK","","Durham County",925500,"2022-03-18",2022,607304,0.656190167477039
"226576",800585594,"1027   WOOD OWL WAY","RES/ 1-FAMILY",490885,"R800G - CRESSET OVERLOOK",808138,490885,490885,490885,64.6287827087811,"CRESSET OVERLOOK","","Durham County",775000,"2022-11-03",2022,490885,0.6334
"226577",800586576,"1025   WOOD OWL WAY","RES/ 1-FAMILY",479560,"R800G - CRESSET OVERLOOK",808995,479137,479137,479137,68.6952623237968,"CRESSET OVERLOOK","","Durham County",749000,"2023-05-16",2023,479137,0.639702269692924
"226578",800587558,"1023   WOOD OWL WAY","RES/ 1-FAMILY",463837,"R800G - CRESSET OVERLOOK",774937,231434,463837,463837,67.0709753641904,"CRESSET OVERLOOK","","Durham County",532500,"2021-03-26",2021,231434,0.434617840375587
"226580",800589601,"1019   WOOD OWL WAY","RES/ 1-FAMILY",407199,"R800G - CRESSET OVERLOOK",679901,377281,407199,407199,66.9702037578678,"CRESSET OVERLOOK","Garret Farms - Porchlight / Hartley","Durham County",510500,"2021-02-17",2021,377281,0.739042115572968
"226581",800589683,"1017   WOOD OWL WAY","RES/ 1-FAMILY",446107,"R800G - CRESSET OVERLOOK",795537,277060,446107,446107,78.328741759264,"CRESSET OVERLOOK","","Durham County",541500,"2022-03-03",2022,446107,0.823835641735919
"226591",800683858,"1008   WOOD OWL WAY","RES/ 1-FAMILY",566893,"R800G - CRESSET OVERLOOK",1035120,566623,566623,566893,82.5953045812878,"CRESSET OVERLOOK","","Durham County",895000,"2023-04-11",2023,566893,0.6334
"226603",832207398,"318   EDWARD ST","RES/ 1-FAMILY",637834,"R832C - OLD N DURHAM",853444,115800,637834,637834,33.8034661056011,"OLD N DURHAM","Old North Durham","Durham County",735000,"2022-01-31",2022,637834,0.867801360544218
"226635",851395083,"1108   GENTLE REED DR","RES/ 1-FAMILY",236743,"T851A - COPLEY FARMS TWNHMS",326970,236743,236743,236743,38.1117921121216,"COPLEY FARMS TWNHMS","","Durham County",377000,"2023-10-24",2023,236743,0.627965517241379
"226858",719681416,"2816   CHELSEA CIR","RES/ 1-FAMILY",1118558,"R719F - CARLTON CROSSING",3286551,1118558,1118558,1118558,193.820347268537,"CARLTON CROSSING","Hope Valley","Durham County",3500000,"2022-05-02",2022,1118558,0.319588
"226877",729858214,"912   HOLLY BLUFF LN","RES/ 1-FAMILY",301721,"R729S - BELGREEN",481877,301721,301721,301721,59.7094666927393,"BELGREEN","","Durham County",475000,"2023-05-15",2023,301721,0.635202105263158
"226882",729858033,"902   HOLLY BLUFF LN","RES/ 1-FAMILY",290892,"R729S - BELGREEN",467821,290892,290892,290892,60.8229170963794,"BELGREEN","","Durham County",428000,"2023-05-16",2023,290892,0.679654205607477
"226888",800594356,"115   SOARING CT","RES/ 1-FAMILY",660751,"R800G - CRESSET OVERLOOK",1169003,113056,304123,660751,76.9203527501283,"CRESSET OVERLOOK","","Durham County",889500,"2022-08-17",2022,304123,0.341903316469927
"226893",800590211,"204   SOARING CT","RES/ 1-FAMILY",550000,"R800G - CRESSET OVERLOOK",966340,241001,550000,550000,75.6981818181818,"CRESSET OVERLOOK","","Durham County",686500,"2021-03-24",2021,241001,0.351057538237436
"226895",800499341,"3   BITTERN LN","RES/ 1-FAMILY",605460,"R800G - CRESSET OVERLOOK",1080625,257727,605460,605460,78.4799986786906,"CRESSET OVERLOOK","","Durham County",807500,"2021-04-06",2021,257727,0.319166563467492
"226897",800590570,"4   BITTERN LN","RES/ 1-FAMILY",539411,"R800G - CRESSET OVERLOOK",1008283,114796,328138,539411,86.9229585603556,"CRESSET OVERLOOK","","Durham County",803000,"2022-07-14",2022,328138,0.408640099626401
"226899",800592494,"114   SOARING CT","RES/ 1-FAMILY",806146,"R800G - CRESSET OVERLOOK",1480562,278946,720433,806146,83.6592875235999,"CRESSET OVERLOOK","","Durham County",1385000,"2022-04-08",2022,720433,0.520168231046931
"226912",851299140,"302   BEDIVERE LN","RES/ 1-FAMILY",222717,"R851P - COPLEY FARMS",433588,222717,222717,222717,94.6811424363654,"COPLEY FARMS","","Durham County",405000,"2023-02-06",2023,222717,0.549918518518518
"226917",851295089,"318   BEDIVERE LN","RES/ 1-FAMILY",226097,"R851P - COPLEY FARMS",443809,226097,226097,226097,96.291414746768,"COPLEY FARMS","","Durham County",425000,"2022-01-03",2022,226097,0.531992941176471
"226920",851287918,"313   BEDIVERE LN","RES/ 1-FAMILY",212369,"R851P - COPLEY FARMS",414197,212369,212369,212369,95.036469541223,"COPLEY FARMS","","Durham County",420000,"2023-04-13",2023,212369,0.505640476190476
"227039",821467443,"818   CARROLL ST","RES/ MULTIPLE DWG'S",549506,"R821E - W CHAPEL HILL RD",732886,549506,549506,549506,33.3717921187394,"W CHAPEL HILL RD","West End","Durham County",620000,"2021-09-30",2021,549506,0.8863
"227044",717403951,"111   EDWARD BOOTH LN","RES/ 1-FAMILY",1206638,"R717B - COLVARD FARMS",1805835,1206638,1206638,1206638,49.6583896744508,"COLVARD FARMS","Colvard Farms","Durham County",1665000,"2021-05-14",2021,1206638,0.724707507507507
"227053",831396595,"1511  N ALSTON AVE","RES/ 1-FAMILY",140539,"R831H - CLEVELAND HOLLOWAY",318666,140539,140539,140539,126.74560086524,"CLEVELAND HOLLOWAY","","Durham County",311000,"2024-04-08",2024,140539,0.451893890675241
"227151",860198291,"2012   BUNCHBERRY LN","RES/ 1-FAMILY",246425,"T860A - DOGWOOD POINTE",333215,55000,198569,246425,35.2196408643604,"DOGWOOD POINTE","Ravenstone","Durham County",276000,"2022-05-19",2022,198569,0.719452898550725
"227174",729950289,"117   SILVER FIR LN","RES/ 1-FAMILY",295614,"R729S - BELGREEN",479623,295614,295614,295614,62.2463753408161,"BELGREEN","","Durham County",415000,"2023-02-03",2023,295614,0.712322891566265
"227177",729951295,"123   SILVER FIR LN","RES/ 1-FAMILY",295149,"R729S - BELGREEN",472571,295149,295149,295149,60.1126888452951,"BELGREEN","","Durham County",460000,"2023-11-17",2023,295149,0.641628260869565
"227178",729952234,"125   SILVER FIR LN","RES/ 1-FAMILY",286639,"R729S - BELGREEN",496931,286639,286639,286639,73.3647549705378,"BELGREEN","","Durham County",485000,"2024-12-11",2024,286639,0.59100824742268
"227180",729953201,"129   SILVER FIR LN","RES/ 1-FAMILY",295782,"R729S - BELGREEN",473721,295782,295782,295782,60.1588331947177,"BELGREEN","","Durham County",319000,"2021-01-26",2021,295782,0.927216300940439
"227181",729953240,"131   SILVER FIR LN","RES/ 1-FAMILY",311491,"R729S - BELGREEN",494909,311491,311491,311491,58.8838842855813,"BELGREEN","","Durham County",329000,"2021-01-11",2021,311491,0.946781155015198
"227182",729953189,"133   SILVER FIR LN","RES/ 1-FAMILY",293777,"R729S - BELGREEN",472878,293777,293777,293777,60.9649496046321,"BELGREEN","","Durham County",326000,"2021-01-25",2021,293777,0.901156441717791
"227183",729954129,"135   SILVER FIR LN","RES/ 1-FAMILY",310626,"R729S - BELGREEN",493178,260974,310626,310626,58.7690663370098,"BELGREEN","","Durham County",340000,"2021-02-26",2021,260974,0.767570588235294
"227184",729954169,"137   SILVER FIR LN","RES/ 1-FAMILY",310071,"R729S - BELGREEN",496340,260622,310071,310071,60.0730155351516,"BELGREEN","","Durham County",339000,"2021-03-19",2021,260622,0.768796460176991
"227195",729947946,"1100   JUDARO LN","RES/ 1-FAMILY",294631,"R729S - BELGREEN",482497,62367,294631,294631,63.7631478018267,"BELGREEN","","Durham County",475000,"2024-08-21",2024,294631,0.620275789473684
"227201",729954082,"140   SILVER FIR LN","RES/ 1-FAMILY",292602,"R729S - BELGREEN",473796,246704,292602,292602,61.9250722824861,"BELGREEN","","Durham County",317000,"2021-03-04",2021,246704,0.778246056782334
"227202",729954042,"138   SILVER FIR LN","RES/ 1-FAMILY",292717,"R729S - BELGREEN",473796,246819,292717,292717,61.8614566287575,"BELGREEN","","Durham County",341000,"2021-05-07",2021,246819,0.723809384164223
"227203",729954003,"136   SILVER FIR LN","RES/ 1-FAMILY",311931,"R729S - BELGREEN",499878,262133,311931,311931,60.2527482039297,"BELGREEN","","Durham County",314000,"2021-02-26",2021,262133,0.83481847133758
"227204",729953063,"134   SILVER FIR LN","RES/ 1-FAMILY",312217,"R729S - BELGREEN",500485,262512,312217,312217,60.3003680132728,"BELGREEN","","Durham County",314000,"2021-02-24",2021,262512,0.836025477707006
"227205",729953023,"132   SILVER FIR LN","RES/ 1-FAMILY",314473,"R729S - BELGREEN",498041,314473,314473,314473,58.373214870593,"BELGREEN","","Durham County",308000,"2021-02-12",2021,314473,1.02101623376623
"227206",729952084,"130   SILVER FIR LN","RES/ 1-FAMILY",297277,"R729S - BELGREEN",474871,297277,297277,297277,59.740242265631,"BELGREEN","","Durham County",316000,"2021-01-14",2021,297277,0.94075
"227207",729952046,"128   SILVER FIR LN","RES/ 1-FAMILY",290690,"R729S - BELGREEN",467402,276183,290690,290690,60.7905328700678,"BELGREEN","","Durham County",289000,"2021-02-08",2021,276183,0.955650519031142
"227208",729952007,"126   SILVER FIR LN","RES/ 1-FAMILY",297252,"R729S - BELGREEN",477240,293677,297252,297252,60.5506438981067,"BELGREEN","","Durham County",311000,"2021-01-19",2021,293677,0.944299035369775
"227209",729951078,"124   SILVER FIR LN","RES/ 1-FAMILY",310482,"R729S - BELGREEN",494093,310482,310482,310482,59.1374057111201,"BELGREEN","","Durham County",301000,"2021-01-12",2021,310482,1.03150166112957
"227210",729951130,"122   SILVER FIR LN","RES/ 1-FAMILY",293708,"R729S - BELGREEN",471248,293708,293708,293708,60.4477916842578,"BELGREEN","","Durham County",298000,"2021-01-11",2021,293708,0.985597315436242
"227224",729942903,"119   VELTEN RIDGE DR","RES/ 1-FAMILY",296587,"R729S - BELGREEN",474871,296587,296587,296587,60.1118727388591,"BELGREEN","","Durham County",314000,"2021-01-21",2021,296587,0.944544585987261
"227225",729942941,"121   VELTEN RIDGE DR","RES/ 1-FAMILY",307428,"R729S - BELGREEN",488864,307428,307428,307428,59.0173959431151,"BELGREEN","","Durham County",303000,"2021-02-03",2021,307428,1.01461386138614
"227226",729942981,"123   VELTEN RIDGE DR","RES/ 1-FAMILY",292976,"R729S - BELGREEN",470227,292976,292976,292976,60.5001774889411,"BELGREEN","","Durham County",307000,"2021-01-19",2021,292976,0.954319218241042
"227227",729943921,"125   VELTEN RIDGE DR","RES/ 1-FAMILY",295757,"R729S - BELGREEN",477310,295757,295757,295757,61.3858674519961,"BELGREEN","","Durham County",304000,"2021-02-03",2021,295757,0.972884868421053
"227228",729943961,"127   VELTEN RIDGE DR","RES/ 1-FAMILY",314731,"R729S - BELGREEN",503515,264362,314731,314731,59.9826518518989,"BELGREEN","","Durham County",323000,"2021-03-04",2021,264362,0.818458204334365
"227229",729944901,"129   VELTEN RIDGE DR","RES/ 1-FAMILY",291249,"R729S - BELGREEN",471504,245542,291249,291249,61.8903412543906,"BELGREEN","","Durham County",306000,"2021-03-08",2021,245542,0.802424836601307
"227230",729944940,"131   VELTEN RIDGE DR","RES/ 1-FAMILY",294453,"R729S - BELGREEN",479607,248082,294453,294453,62.8806634675143,"BELGREEN","","Durham County",333000,"2021-03-11",2021,248082,0.744990990990991
"227231",729942734,"122   VELTEN RIDGE DR","RES/ 1-FAMILY",317233,"R729S - BELGREEN",501491,317233,317233,317233,58.0828602320692,"BELGREEN","","Durham County",326000,"2021-01-12",2021,317233,0.97310736196319
"227232",729941785,"120   VELTEN RIDGE DR","RES/ 1-FAMILY",293551,"R729S - BELGREEN",470227,293551,293551,293551,60.1857939506253,"BELGREEN","","Durham County",304000,"2021-01-06",2021,293551,0.965628289473684
"227233",729941747,"118   VELTEN RIDGE DR","RES/ 1-FAMILY",306992,"R729S - BELGREEN",487977,292516,292516,306992,58.9543049981758,"BELGREEN","","Durham County",309000,"2021-01-06",2021,292516,0.946653721682848
"227285",831726961,"303 B  TRUCE ST","RES/ 1-FAMILY",255821,"R831C - OLD EAST DURHAM",344028,24030,255821,255821,34.4799684154155,"OLD EAST DURHAM","","Durham County",335000,"2021-10-21",2021,24030,0.0717313432835821
"227336",851289352,"1110   SWEET CREAM CT","RES/ 1-FAMILY",227511,"R851P - COPLEY FARMS",446060,191040,227511,227511,96.0608498050644,"COPLEY FARMS","","Durham County",286500,"2021-03-04",2021,191040,0.666806282722513
"227337",851289356,"1112   SWEET CREAM CT","RES/ 1-FAMILY",224277,"R851P - COPLEY FARMS",436688,224277,224277,224277,94.7092211863009,"COPLEY FARMS","","Durham County",412000,"2024-05-17",2024,224277,0.544361650485437
"227338",851289440,"1114   SWEET CREAM CT","RES/ 1-FAMILY",222642,"R851P - COPLEY FARMS",435203,222642,222642,222642,95.4721031970607,"COPLEY FARMS","","Durham County",287000,"2021-02-09",2021,222642,0.775756097560976
"227339",851289454,"1116   SWEET CREAM CT","RES/ 1-FAMILY",227107,"R851P - COPLEY FARMS",442749,227107,227107,227107,94.9517187933441,"COPLEY FARMS","","Durham County",295500,"2021-01-25",2021,227107,0.768551607445009
